t,h,dx,dy,X,Y,FPS
13.5831,74.00,0.00,0.00,0.00,0.00,42
13.6184,74.00,0.00,0.00,0.00,0.00,41
13.6344,74.00,0.00,0.00,0.00,0.00,43
13.6664,74.00,0.00,0.00,0.00,0.00,42
13.6960,74.00,0.00,0.00,0.00,0.00,41
13.7117,74.00,0.00,0.00,0.00,0.00,43
13.7438,74.00,0.00,0.00,0.00,0.00,42
13.7592,74.00,0.00,0.00,0.00,0.00,44
13.7898,74.00,0.00,0.00,0.00,0.00,43
13.8055,74.00,0.00,0.00,0.00,0.00,45
13.8371,74.00,0.00,0.00,0.00,0.00,44
13.8668,74.00,0.00,0.00,0.00,0.00,43
13.8968,74.00,0.00,0.00,0.00,0.00,42
13.9117,74.00,0.00,0.00,0.00,0.00,44
13.9410,74.00,0.00,0.00,0.00,0.00,43
13.9706,74.00,0.00,0.00,0.00,0.00,42
14.0032,74.00,0.00,0.00,0.00,0.00,41
14.0191,74.00,0.00,0.00,0.00,0.00,43
14.0492,74.00,0.00,0.00,0.00,0.00,42
14.0644,74.00,0.00,0.00,0.00,0.00,44
14.0941,74.00,0.00,0.00,0.00,0.00,43
14.1280,74.00,0.00,0.00,0.00,0.00,42
14.1602,74.00,0.00,0.00,0.00,0.00,41
14.1758,74.00,0.00,0.00,0.00,0.00,43
14.2060,74.00,0.00,0.00,0.00,0.00,42
14.2214,74.00,0.00,0.00,0.00,0.00,44
14.2539,74.00,0.00,0.00,0.00,0.00,43
14.2837,74.00,0.00,0.00,0.00,0.00,42
14.3004,74.00,0.00,0.00,0.00,0.00,44
14.3315,74.00,0.00,0.00,0.00,0.00,42
14.3619,74.00,0.00,0.00,0.00,0.00,41
14.3799,74.00,0.00,0.00,0.00,0.00,43
14.4266,74.00,0.00,0.00,0.00,0.00,41
14.4417,74.00,0.00,0.00,0.00,0.00,43
14.4666,74.00,0.00,0.00,0.00,0.00,43
14.4818,74.00,0.00,0.00,0.00,0.00,45
14.5118,74.00,0.00,0.00,0.00,0.00,44
14.5441,74.00,0.00,0.00,0.00,0.00,42
14.5614,74.00,0.00,0.00,0.00,0.00,44
14.5963,74.00,0.00,0.00,0.00,0.00,42
14.6133,74.00,0.00,0.00,0.00,0.00,44
14.6370,74.00,0.00,0.00,0.00,0.00,44
14.6674,74.00,0.00,0.00,0.00,0.00,43
14.6971,74.00,0.00,0.00,0.00,0.00,42
14.7130,74.00,0.00,0.00,0.00,0.00,44
14.7449,74.00,0.00,0.00,0.00,0.00,42
14.7629,74.00,0.00,0.00,0.00,0.00,44
14.8064,74.00,0.00,0.00,0.00,0.00,42
14.8228,74.00,0.00,0.00,0.00,0.00,43
14.8413,74.00,0.00,0.00,0.00,0.00,44
14.8749,74.00,0.00,0.00,0.00,0.00,43
14.8938,74.00,0.00,0.00,0.00,0.00,44
14.9229,74.00,0.00,0.00,0.00,0.00,43
14.9561,74.00,0.00,0.00,0.00,0.00,42
14.9714,74.00,0.00,0.00,0.00,0.00,44
15.0010,74.00,0.00,0.00,0.00,0.00,43
15.0316,74.00,0.00,0.00,0.00,0.00,42
15.0465,74.00,0.00,0.00,0.00,0.00,44
15.0776,74.00,0.00,0.00,0.00,0.00,43
15.1073,74.00,0.00,0.00,0.00,0.00,42
15.1370,74.00,0.00,0.00,0.00,0.00,41
15.1553,74.00,0.00,0.00,0.00,0.00,42
15.1844,74.00,0.00,0.00,0.00,0.00,42
15.1997,74.00,0.00,0.00,0.00,0.00,44
15.2302,74.00,0.00,0.00,0.00,0.00,43
15.2644,74.00,0.00,0.00,0.00,0.00,41
15.2797,74.00,0.00,0.00,0.00,0.00,44
15.3097,74.00,0.00,0.00,0.00,0.00,43
15.3396,74.00,0.00,0.00,0.00,0.00,42
15.3562,74.00,0.00,0.00,0.00,0.00,43
15.3872,74.00,0.00,0.00,0.00,0.00,42
15.4026,74.00,0.00,0.00,0.00,0.00,45
15.4332,74.00,0.00,0.00,0.00,0.00,43
15.4640,74.00,0.00,0.00,0.00,0.00,42
15.4934,74.00,0.00,0.00,0.00,0.00,41
15.5084,74.00,0.00,0.00,0.00,0.00,44
15.5379,74.00,0.00,0.00,0.00,0.00,43
15.5679,74.00,0.00,0.00,0.00,0.00,42
15.6006,74.00,0.00,0.00,0.00,0.00,41
15.6156,74.00,0.00,0.00,0.00,0.00,43
15.6473,74.00,0.00,0.00,0.00,0.00,42
15.6653,74.00,0.00,0.00,0.00,0.00,43
15.6972,74.00,0.00,0.00,0.00,0.00,42
15.7126,74.00,0.00,0.00,0.00,0.00,44
15.7429,74.00,0.00,0.00,0.00,0.00,43
15.7737,74.00,0.00,0.00,0.00,0.00,42
15.8028,74.00,0.00,0.00,0.00,0.00,41
15.8204,74.00,0.00,0.00,0.00,0.00,43
15.8503,74.00,0.00,0.00,0.00,0.00,42
15.8675,74.00,0.00,0.00,0.00,0.00,43
15.8971,74.00,0.00,0.00,0.00,0.00,42
15.9294,74.00,0.00,0.00,0.00,0.00,41
15.9463,74.00,0.00,0.00,0.00,0.00,43
15.9790,74.00,0.00,0.00,0.00,0.00,42
16.0144,74.00,0.00,0.00,0.00,0.00,40
16.0303,74.00,0.00,0.00,0.00,0.00,42
16.0625,74.00,0.00,0.00,0.00,0.00,41
16.0774,74.00,0.00,0.00,0.00,0.00,44
16.1066,74.00,0.00,0.00,0.00,0.00,43
16.1216,74.00,0.00,0.00,0.00,0.00,45
16.1522,74.00,0.00,0.00,0.00,0.00,44
16.1835,74.00,0.00,0.00,0.00,0.00,43
16.2136,74.00,0.00,0.00,0.00,0.00,42
16.2322,74.00,0.00,0.00,0.00,0.00,43
16.2618,74.00,0.00,0.00,0.00,0.00,42
16.2779,74.00,0.00,0.00,0.00,0.00,44
16.3071,74.00,0.00,0.00,0.00,0.00,43
16.3376,74.00,0.00,0.00,0.00,0.00,42
16.3676,74.00,0.00,0.00,0.00,0.00,41
16.3828,74.00,0.00,0.00,0.00,0.00,43
16.4132,74.00,0.00,0.00,0.00,0.00,42
16.4286,74.00,0.00,0.00,0.00,0.00,44
16.4598,74.00,0.00,0.00,0.00,0.00,43
16.4895,74.00,0.00,0.00,0.00,0.00,42
16.5193,74.00,0.00,0.00,0.00,0.00,41
16.5366,74.00,0.00,0.00,0.00,0.00,43
16.5674,74.00,0.00,0.00,0.00,0.00,42
16.6986,74.00,0.00,0.00,0.00,0.00,38
16.7158,74.00,0.00,0.00,0.00,0.00,40
16.7341,74.00,0.00,0.00,0.00,0.00,42
16.7676,74.00,0.00,0.00,0.00,0.00,40
16.7849,74.00,0.00,0.00,0.00,0.00,42
16.8170,74.00,0.00,0.00,0.00,0.00,41
16.8357,74.00,0.00,0.00,0.00,0.00,42
16.8658,74.00,0.00,0.00,0.00,0.00,41
16.8818,74.00,0.00,0.00,0.00,0.00,43
16.9124,74.00,0.00,0.00,0.00,0.00,42
16.9325,74.00,0.00,0.00,0.00,0.00,43
16.9649,74.00,0.00,0.00,0.00,0.00,42
16.9816,74.00,0.00,0.00,0.00,0.00,43
17.0120,74.00,0.00,0.00,0.00,0.00,42
17.0419,74.00,0.00,0.00,0.00,0.00,41
17.0724,74.00,0.00,0.00,0.00,0.00,40
17.0877,74.00,0.00,0.00,0.00,0.00,43
17.1190,74.00,0.00,0.00,0.00,0.00,42
17.1359,74.00,0.00,0.00,0.00,0.00,43
17.1654,74.00,0.00,0.00,0.00,0.00,42
17.1953,74.00,0.00,0.00,0.00,0.00,41
17.2259,74.00,0.00,0.00,0.00,0.00,41
17.2410,74.00,0.00,0.00,0.00,0.00,43
17.2720,74.00,0.00,0.00,0.00,0.00,42
17.2884,74.00,0.00,0.00,0.00,0.00,44
17.3185,74.00,0.00,0.00,0.00,0.00,43
17.3363,74.00,0.00,0.00,0.00,0.00,44
17.3694,74.00,0.00,0.00,0.00,0.00,43
17.3989,74.00,0.00,0.00,0.00,0.00,42
17.4280,74.00,0.00,0.00,0.00,0.00,41
17.4445,74.00,0.00,0.00,0.00,0.00,43
17.4745,74.00,0.00,0.00,0.00,0.00,42
17.5051,74.00,0.00,0.00,0.00,0.00,41
17.5358,74.00,0.00,0.00,0.00,0.00,40
17.5515,74.00,0.00,0.00,0.00,0.00,42
17.5810,74.00,0.00,0.00,0.00,0.00,41
17.5965,74.00,0.00,0.00,0.00,0.00,44
17.6283,74.00,0.00,0.00,0.00,0.00,42
17.6587,74.00,0.00,0.00,0.00,0.00,41
17.6918,74.00,0.00,0.00,0.00,0.00,40
17.7081,74.00,0.00,0.00,0.00,0.00,42
17.7381,74.00,0.00,0.00,0.00,0.00,41
17.7531,74.00,0.00,0.00,0.00,0.00,44
17.7838,74.00,0.00,0.00,0.00,0.00,43
17.8138,74.00,0.00,0.00,0.00,0.00,42
17.8462,74.00,0.00,0.00,0.00,0.00,41
17.8620,74.00,0.00,0.00,0.00,0.00,43
17.8929,74.00,0.00,0.00,0.00,0.00,42
17.9083,74.00,0.00,0.00,0.00,0.00,44
17.9379,74.00,0.00,0.00,0.00,0.00,43
17.9691,74.00,0.00,0.00,0.00,0.00,42
17.9989,74.00,0.00,0.00,0.00,0.00,41
18.0161,74.00,0.00,0.00,0.00,0.00,43
18.0461,74.00,0.00,0.00,0.00,0.00,42
18.0613,74.00,0.00,0.00,0.00,0.00,44
18.1054,74.00,0.00,0.00,0.00,0.00,42
18.1232,74.00,0.00,0.00,0.00,0.00,43
18.1537,74.00,0.00,0.00,0.00,0.00,42
18.1687,74.00,0.00,0.00,0.00,0.00,44
18.1989,74.00,0.00,0.00,0.00,0.00,43
18.2303,74.00,0.00,0.00,0.00,0.00,42
18.2605,74.00,0.00,0.00,0.00,0.00,41
18.2751,74.00,0.00,0.00,0.00,0.00,44
18.3071,74.00,0.00,0.00,0.00,0.00,43
18.3221,74.00,0.00,0.00,0.00,0.00,45
18.3520,74.00,0.00,0.00,0.00,0.00,44
18.3820,74.00,0.00,0.00,0.00,0.00,43
18.4119,74.00,0.00,0.00,0.00,0.00,42
18.4284,74.00,0.00,0.00,0.00,0.00,44
18.4585,74.00,0.00,0.00,0.00,0.00,42
18.4892,74.00,0.00,0.00,0.00,0.00,41
18.5053,74.00,0.00,0.00,0.00,0.00,43
18.5341,74.00,0.00,0.00,0.00,0.00,43
18.5644,74.00,0.00,0.00,0.00,0.00,42
18.5950,74.00,0.00,0.00,0.00,0.00,41
18.6103,74.00,0.00,0.00,0.00,0.00,43
18.6429,74.00,0.00,0.00,0.00,0.00,42
18.6596,74.00,0.00,0.00,0.00,0.00,43
18.6898,74.00,0.00,0.00,0.00,0.00,42
18.7197,74.00,0.00,0.00,0.00,0.00,41
18.7487,74.00,0.00,0.00,0.00,0.00,41
18.7646,74.00,0.00,0.00,0.00,0.00,43
18.7950,74.00,0.00,0.00,0.00,0.00,42
18.8253,74.00,0.00,0.00,0.00,0.00,41
18.8422,74.00,0.00,0.00,0.00,0.00,43
18.8721,74.00,0.00,0.00,0.00,0.00,42
18.9025,74.00,0.00,0.00,0.00,0.00,41
18.9174,74.00,0.00,0.00,0.00,0.00,43
18.9469,74.00,0.00,0.00,0.00,0.00,42
18.9772,74.00,0.00,0.00,0.00,0.00,41
18.9950,74.00,0.00,0.00,0.00,0.00,43
19.0283,74.00,0.00,0.00,0.00,0.00,41
19.0602,74.00,0.00,0.00,0.00,0.00,40
19.0758,74.00,0.00,0.00,0.00,0.00,43
19.1071,74.00,0.00,0.00,0.00,0.00,42
19.1237,74.00,0.00,0.00,0.00,0.00,43
19.1560,74.00,0.00,0.00,0.00,0.00,42
19.1762,74.00,0.00,0.00,0.00,0.00,43
19.2092,74.00,0.00,0.00,0.00,0.00,42
19.2287,74.00,0.00,0.00,0.00,0.00,42
19.2604,74.00,0.00,0.00,0.00,0.00,41
19.2902,74.00,0.00,0.00,0.00,0.00,40
19.3073,74.00,0.00,0.00,0.00,0.00,42
19.3380,74.00,0.00,0.00,0.00,0.00,41
19.3672,74.00,0.00,0.00,0.00,0.00,40
19.3824,74.00,0.00,0.00,0.00,0.00,43
19.4118,74.00,0.00,0.00,0.00,0.00,42
19.4435,74.00,0.00,0.00,0.00,0.00,41
19.4590,74.00,0.00,0.00,0.00,0.00,43
19.4882,74.00,0.00,0.00,0.00,0.00,42
19.5189,74.00,0.00,0.00,0.00,0.00,41
19.5344,74.00,0.00,0.00,0.00,0.00,44
19.5637,74.00,0.00,0.00,0.00,0.00,43
19.5969,74.00,0.00,0.00,0.00,0.00,41
19.6117,74.00,0.00,0.00,0.00,0.00,44
19.6410,74.00,0.00,0.00,0.00,0.00,43
19.6713,74.00,0.00,0.00,0.00,0.00,42
19.7023,74.00,0.00,0.00,0.00,0.00,41
19.7173,74.00,0.00,0.00,0.00,0.00,43
19.7479,74.00,0.00,0.00,0.00,0.00,42
19.7648,74.00,0.00,0.00,0.00,0.00,44
19.7987,74.00,0.00,0.00,0.00,0.00,42
19.8145,74.00,0.00,0.00,0.00,0.00,44
19.8473,74.00,0.00,0.00,0.00,0.00,43
19.8808,74.00,0.00,0.00,0.00,0.00,42
19.8974,74.00,0.00,0.00,0.00,0.00,43
19.9276,74.00,0.00,0.00,0.00,0.00,42
19.9606,74.00,0.00,0.00,0.00,0.00,41
19.9777,74.00,0.00,0.00,0.00,0.00,43
20.0086,74.00,0.00,0.00,0.00,0.00,42
20.0243,74.00,0.00,0.00,0.00,0.00,44
20.0550,74.00,0.00,0.00,0.00,0.00,43
20.0857,74.00,0.00,0.00,0.00,0.00,42
20.1022,74.00,0.00,0.00,0.00,0.00,43
20.1342,74.00,0.00,0.00,0.00,0.00,42
20.1680,74.00,0.00,0.00,0.00,0.00,41
20.1831,74.00,0.00,0.00,0.00,0.00,43
20.2142,74.00,0.00,0.00,0.00,0.00,42
20.2297,74.00,0.00,0.00,0.00,0.00,44
20.2586,74.00,0.00,0.00,0.00,0.00,43
20.2892,74.00,0.00,0.00,0.00,0.00,42
20.3204,74.00,0.00,0.00,0.00,0.00,41
20.3361,74.00,0.00,0.00,0.00,0.00,43
20.3665,74.00,0.00,0.00,0.00,0.00,42
20.3817,74.00,0.00,0.00,0.00,0.00,45
20.4131,74.00,0.00,0.00,0.00,0.00,43
20.4426,74.00,0.00,0.00,0.00,0.00,42
20.4719,74.00,0.00,0.00,0.00,0.00,41
20.4867,74.00,0.00,0.00,0.00,0.00,44
20.5183,74.00,0.00,0.00,0.00,0.00,43
20.5342,74.00,0.00,0.00,0.00,0.00,45
20.5658,74.00,0.00,0.00,0.00,0.00,43
20.5955,74.00,0.00,0.00,0.00,0.00,42
20.6260,74.00,0.00,0.00,0.00,0.00,41
20.6432,74.00,0.00,0.00,0.00,0.00,43
20.6729,74.00,0.00,0.00,0.00,0.00,42
20.6889,74.00,0.00,0.00,0.00,0.00,44
20.7191,74.00,0.00,0.00,0.00,0.00,43
20.7379,74.00,0.00,0.00,0.00,0.00,44
20.7684,74.00,0.00,0.00,0.00,0.00,43
20.7982,74.00,0.00,0.00,0.00,0.00,42
20.8280,74.00,0.00,0.00,0.00,0.00,41
20.8453,74.00,0.00,0.00,0.00,0.00,42
20.8743,74.00,0.00,0.00,0.00,0.00,42
20.9041,74.00,0.00,0.00,0.00,0.00,41
20.9344,74.00,0.00,0.00,0.00,0.00,40
20.9501,74.00,0.00,0.00,0.00,0.00,42
20.9810,74.00,0.00,0.00,0.00,0.00,41
20.9965,74.00,0.00,0.00,0.00,0.00,43
21.0276,74.00,0.00,0.00,0.00,0.00,42
21.0583,74.00,0.00,0.00,0.00,0.00,41
21.0881,74.00,0.00,0.00,0.00,0.00,40
21.1041,74.00,0.00,0.00,0.00,0.00,43
21.1344,74.00,0.00,0.00,0.00,0.00,42
21.1508,74.00,0.00,0.00,0.00,0.00,43
21.1801,74.00,0.00,0.00,0.00,0.00,43
21.2138,74.00,0.00,0.00,0.00,0.00,41
21.2306,74.00,0.00,0.00,0.00,0.00,43
21.2619,74.00,0.00,0.00,0.00,0.00,42
21.2938,74.00,0.00,0.00,0.00,0.00,41
21.3140,74.00,0.00,0.00,0.00,0.00,42
21.3496,74.00,0.00,0.00,0.00,0.00,40
21.3646,74.00,0.00,0.00,0.00,0.00,43
21.3990,74.00,0.00,0.00,0.00,0.00,41
21.4141,74.00,0.00,0.00,0.00,0.00,44
21.4431,74.00,0.00,0.00,0.00,0.00,43
21.4580,74.00,0.00,0.00,0.00,0.00,45
21.4875,74.00,0.00,0.00,0.00,0.00,44
21.5192,74.00,0.00,0.00,0.00,0.00,43
21.5490,74.00,0.00,0.00,0.00,0.00,42
21.5647,74.00,0.00,0.00,0.00,0.00,44
21.5943,74.00,0.00,0.00,0.00,0.00,43
21.6233,74.00,0.00,0.00,0.00,0.00,42
21.6528,74.00,0.00,0.00,0.00,0.00,41
21.6700,74.00,0.00,0.00,0.00,0.00,43
21.7012,74.00,0.00,0.00,0.00,0.00,42
21.7168,74.00,0.00,0.00,0.00,0.00,44
21.7478,74.00,0.00,0.00,0.00,0.00,43
21.7646,74.00,0.00,0.00,0.00,0.00,44
21.7952,74.00,0.00,0.00,0.00,0.00,43
21.8263,74.00,0.00,0.00,0.00,0.00,42
21.8584,74.00,0.00,0.00,0.00,0.00,41
21.8749,74.00,0.00,0.00,0.00,0.00,43
21.9054,74.00,0.00,0.00,0.00,0.00,42
21.9204,74.00,0.00,0.00,0.00,0.00,44
21.9648,74.00,0.00,0.00,0.00,0.00,42
21.9818,74.00,0.00,0.00,0.00,0.00,44
22.0130,74.00,0.00,0.00,0.00,0.00,42
22.0299,74.00,0.00,0.00,0.00,0.00,44
22.0597,74.00,0.00,0.00,0.00,0.00,43
22.0761,74.00,0.00,0.00,0.00,0.00,45
22.1070,74.00,0.00,0.00,0.00,0.00,43
22.1371,74.00,0.00,0.00,0.00,0.00,42
22.1712,74.00,0.00,0.00,0.00,0.00,41
22.1875,74.00,0.00,0.00,0.00,0.00,43
22.2197,74.00,0.00,0.00,0.00,0.00,42
22.2356,74.00,0.00,0.00,0.00,0.00,44
22.2716,74.00,0.00,0.00,0.00,0.00,42
22.2871,74.00,0.00,0.00,0.00,0.00,44
22.3193,74.00,0.00,0.00,0.00,0.00,43
22.3376,74.00,0.00,0.00,0.00,0.00,44
22.3741,74.00,0.00,0.00,0.00,0.00,42
22.3909,74.00,0.00,0.00,0.00,0.00,44
22.4215,74.00,0.00,0.00,0.00,0.00,43
22.4388,74.00,0.00,0.00,0.00,0.00,44
22.4705,74.00,0.00,0.00,0.00,0.00,43
22.4858,74.00,0.00,0.00,0.00,0.00,45
22.5302,74.00,0.00,0.00,0.00,0.00,43
22.5485,74.00,0.00,0.00,0.00,0.00,44
22.5789,74.00,0.00,0.00,0.00,0.00,43
22.5937,74.00,0.00,0.00,0.00,0.00,45
22.6275,74.00,0.00,0.00,0.00,0.00,44
22.6431,74.00,0.00,0.00,0.00,0.00,46
22.6880,74.00,0.00,0.00,0.00,0.00,43
22.7069,74.00,0.00,0.00,0.00,0.00,44
22.7390,74.00,0.00,0.00,0.00,0.00,43
22.7547,74.00,0.00,0.00,0.00,0.00,45
22.7877,74.00,0.00,0.00,0.00,0.00,43
22.8040,74.00,0.00,0.00,0.00,0.00,45
22.8399,74.00,0.00,0.00,0.00,0.00,43
22.8547,74.00,0.00,0.00,0.00,0.00,46
22.8850,74.00,0.00,0.00,0.00,0.00,44
22.9008,74.00,0.00,0.00,0.00,0.00,46
22.9325,74.00,0.00,0.00,0.00,0.00,45
22.9476,74.00,0.00,0.00,0.00,0.00,47
22.9922,74.00,0.00,0.00,0.00,0.00,44
23.0081,74.00,0.00,0.00,0.00,0.00,46
23.0390,74.00,0.00,0.00,0.00,0.00,45
23.0543,74.00,0.00,0.00,0.00,0.00,47
23.1097,74.00,0.00,0.00,0.00,0.00,44
23.1260,74.00,0.00,0.00,0.00,0.00,46
23.1424,74.00,0.00,0.00,0.00,0.00,47
23.1734,74.00,0.00,0.00,0.00,0.00,46
23.1892,74.00,0.00,0.00,0.00,0.00,47
23.2215,74.00,0.00,0.00,0.00,0.00,46
23.2525,74.00,0.00,0.00,0.00,0.00,44
23.2698,74.00,0.00,0.00,0.00,0.00,45
23.2993,74.00,0.00,0.00,0.00,0.00,44
23.3313,74.00,0.00,0.00,0.00,0.00,43
23.3471,74.00,0.00,0.00,0.00,0.00,45
23.3771,74.00,0.00,0.00,0.00,0.00,44
23.4079,74.00,0.00,0.00,0.00,0.00,43
23.4227,74.00,0.00,0.00,0.00,0.00,45
23.4557,74.00,0.00,0.00,0.00,0.00,43
23.4857,74.00,0.00,0.00,0.00,0.00,42
23.5016,74.00,0.00,0.00,0.00,0.00,44
23.5320,74.00,0.00,0.00,0.00,0.00,43
23.5626,74.00,0.00,0.00,0.00,0.00,42
23.5790,74.00,0.00,0.00,0.00,0.00,44
23.6100,74.00,0.00,0.00,0.00,0.00,43
23.6278,74.00,0.00,0.00,0.00,0.00,44
23.6596,74.00,0.00,0.00,0.00,0.00,43
23.6793,74.00,0.00,0.00,0.00,0.00,43
23.7148,74.00,0.00,0.00,0.00,0.00,42
23.7300,74.00,0.00,0.00,0.00,0.00,44
23.7601,74.00,0.00,0.00,0.00,0.00,43
23.7908,74.00,0.00,0.00,0.00,0.00,42
23.8249,74.00,0.00,0.00,0.00,0.00,41
23.8412,74.00,0.00,0.00,0.00,0.00,43
23.8715,74.00,0.00,0.00,0.00,0.00,42
23.8880,74.00,0.00,0.00,0.00,0.00,44
23.9225,74.00,0.00,0.00,0.00,0.00,42
23.9391,74.00,0.00,0.00,0.00,0.00,44
23.9771,74.00,0.00,0.00,0.00,0.00,42
23.9927,74.00,0.00,0.00,0.00,0.00,44
24.0263,74.00,0.00,0.00,0.00,0.00,43
24.0415,74.00,0.00,0.00,0.00,0.00,45
24.0737,74.00,0.00,0.00,0.00,0.00,43
24.0892,74.00,0.00,0.00,0.00,0.00,46
24.1205,74.00,0.00,0.00,0.00,0.00,44
24.1506,74.00,0.00,0.00,0.00,0.00,43
24.1804,74.00,0.00,0.00,0.00,0.00,42
24.1955,74.00,0.00,0.00,0.00,0.00,44
24.2289,74.00,0.00,0.00,0.00,0.00,43
24.2575,74.00,0.00,0.00,0.00,0.00,42
24.2745,74.00,0.00,0.00,0.00,0.00,44
24.3055,74.00,0.00,0.00,0.00,0.00,42
24.3363,74.00,0.00,0.00,0.00,0.00,41
24.3543,74.00,0.00,0.00,0.00,0.00,43
24.3900,74.00,0.00,0.00,0.00,0.00,41
24.4081,74.00,0.00,0.00,0.00,0.00,43
24.4395,74.00,0.00,0.00,0.00,0.00,42
24.4597,74.00,0.00,0.00,0.00,0.00,42
24.4959,74.00,0.00,0.00,0.00,0.00,41
24.5123,74.00,0.00,0.00,0.00,0.00,43
24.5372,74.00,0.00,0.00,0.00,0.00,42
24.5687,74.00,0.00,0.00,0.00,0.00,41
24.5841,74.00,0.00,0.00,0.00,0.00,44
24.6160,74.00,0.00,0.00,0.00,0.00,42
24.6470,74.00,0.00,0.00,0.00,0.00,41
24.6645,74.00,0.00,0.00,0.00,0.00,43
24.7055,74.00,0.00,0.00,0.00,0.00,41
24.7206,74.00,0.00,0.00,0.00,0.00,43
24.7508,74.00,0.00,0.00,0.00,0.00,42
24.7671,74.00,0.00,0.00,0.00,0.00,44
24.7968,74.00,0.00,0.00,0.00,0.00,43
24.8124,74.00,0.00,0.00,0.00,0.00,45
24.8429,74.00,0.00,0.00,0.00,0.00,44
24.8614,74.00,0.00,0.00,0.00,0.00,45
24.9602,74.00,0.00,0.00,0.00,0.00,41
24.9754,74.00,0.00,0.00,0.00,0.00,44
24.9946,74.00,0.00,0.00,0.00,0.00,44
25.0269,74.00,0.00,0.00,0.00,0.00,43
25.0432,74.00,0.00,0.00,0.00,0.00,45
25.0770,74.00,0.00,0.00,0.00,0.00,43
25.0954,74.00,0.00,0.00,0.00,0.00,44
25.1307,74.00,0.00,0.00,0.00,0.00,43
25.1485,74.00,0.00,0.00,0.00,0.00,44
25.1804,74.00,0.00,0.00,0.00,0.00,43
25.1956,74.00,0.00,0.00,0.00,0.00,45
25.2278,74.00,0.00,0.00,0.00,0.00,44
25.2428,74.00,0.00,0.00,0.00,0.00,46
25.2740,74.00,0.00,0.00,0.00,0.00,44
25.2889,74.00,0.00,0.00,0.00,0.00,47
25.3410,74.00,0.00,0.00,0.00,0.00,44
25.3575,74.00,0.00,0.00,0.00,0.00,45
25.3903,74.00,0.00,0.00,0.00,0.00,44
25.4059,74.00,0.00,0.00,0.00,0.00,46
25.4362,74.00,0.00,0.00,0.00,0.00,45
25.4510,74.00,0.00,0.00,0.00,0.00,47
25.4827,74.00,0.00,0.00,0.00,0.00,45
25.5118,74.00,0.00,0.00,0.00,0.00,44
25.5430,74.00,0.00,0.00,0.00,0.00,43
25.5618,74.00,0.00,0.00,0.00,0.00,44
25.5911,74.00,0.00,0.00,0.00,0.00,43
25.6062,74.00,0.00,0.00,0.00,0.00,45
25.6379,74.00,0.00,0.00,0.00,0.00,44
25.6551,74.00,0.00,0.00,0.00,0.00,45
25.6848,74.00,0.00,0.00,0.00,0.00,44
25.7145,74.00,0.00,0.00,0.00,0.00,43
25.7447,74.00,0.00,0.00,0.00,0.00,42
25.7597,74.00,0.00,0.00,0.00,0.00,44
25.7912,74.00,0.00,0.00,0.00,0.00,43
25.8090,74.00,0.00,0.00,0.00,0.00,44
25.8392,74.00,0.00,0.00,0.00,0.00,43
25.8686,74.00,0.00,0.00,0.00,0.00,42
25.9012,74.00,0.00,0.00,0.00,0.00,41
25.9164,74.00,0.00,0.00,0.00,0.00,43
25.9473,74.00,0.00,0.00,0.00,0.00,42
25.9629,74.00,0.00,0.00,0.00,0.00,44
25.9926,74.00,0.00,0.00,0.00,0.00,43
26.1116,74.00,0.00,0.00,0.00,0.00,40
26.1283,74.00,0.00,0.00,0.00,0.00,42
26.1435,74.00,0.00,0.00,0.00,0.00,44
26.1758,74.00,0.00,0.00,0.00,0.00,43
26.1915,74.00,0.00,0.00,0.00,0.00,45
26.2226,74.00,0.00,0.00,0.00,0.00,43
26.2394,74.00,0.00,0.00,0.00,0.00,45
26.2688,74.00,0.00,0.00,0.00,0.00,44
26.2858,74.00,0.00,0.00,0.00,0.00,45
26.3307,74.00,0.00,0.00,0.00,0.00,43
26.3460,74.00,0.00,0.00,0.00,0.00,45
26.3761,74.00,0.00,0.00,0.00,0.00,44
26.3922,74.00,0.00,0.00,0.00,0.00,46
26.4730,74.00,0.00,0.00,0.00,0.00,42
26.4784,74.00,0.00,0.00,0.00,0.00,57
